TrackID,Cell_Type,Frame,Time_min,X_um,Y_um,X_displacement_um,Y_displacement_um,Step_Distance_um,Cumulative_Distance_um,Displacement_um,Velocity_um_min,Step_Angle_deg,Dataset,Sequence,Cell_Line,Color
21,Cell,0,0.0,236.0,404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DIC-C2DH-HeLa,01,HeLa,#dc3cbe
21,Cell,1,1.0,234.0,396.0,-2.0,-8.0,8.246211251235321,8.246211251235321,8.246211251235321,8.246211251235321,-104.0362434679265,DIC-C2DH-HeLa,01,HeLa,#dc3cbe
21,Cell,2,2.0,231.0,391.0,-5.0,-13.0,5.830951894845301,14.077163146080622,13.92838827718412,5.830951894845301,-120.96375653207352,DIC-C2DH-HeLa,01,HeLa,#dc3cbe
21,Cell,3,3.0,238.0,388.0,2.0,-16.0,7.615773105863909,21.69293625194453,16.1245154965971,7.615773105863909,-23.19859051364819,DIC-C2DH-HeLa,01,HeLa,#dc3cbe
21,Cell,4,4.0,247.6101545253863,390.3898454746137,11.610154525386292,-13.61015452538635,9.902849660291425,31.595785912235957,17.889438065748248,9.902849660291425,13.964996279338012,DIC-C2DH-HeLa,01,HeLa,#dc3cbe
21,Cell,5,5.0,252.02557544757036,393.4514066496164,16.025575447570333,-10.548593350383612,5.3729971848442935,36.96878309708025,19.18572099498808,5.3729971848442935,34.736635601614246,DIC-C2DH-HeLa,01,HeLa,#dc3cbe
21,Cell,6,6.0,259.0,394.0,23.0,-10.0,6.995966873965234,43.96474997104548,25.079872407968907,6.995966873965234,4.497503547859952,DIC-C2DH-HeLa,01,HeLa,#dc3cbe
21,Cell,7,7.0,259.0,394.0,23.0,-10.0,0.0,43.96474997104548,25.079872407968907,0.0,0.0,DIC-C2DH-HeLa,01,HeLa,#dc3cbe
21,Cell,8,8.0,259.0,394.0,23.0,-10.0,0.0,43.96474997104548,25.079872407968907,0.0,0.0,DIC-C2DH-HeLa,01,HeLa,#dc3cbe
21,Cell,9,9.0,259.0,394.0,23.0,-10.0,0.0,43.96474997104548,25.079872407968907,0.0,0.0,DIC-C2DH-HeLa,01,HeLa,#dc3cbe
21,Cell,10,10.0,259.0,394.5,23.0,-9.5,0.5,44.46474997104548,24.88473427625861,0.5,90.0,DIC-C2DH-HeLa,01,HeLa,#dc3cbe
21,Cell,11,11.0,259.0,396.0,23.0,-8.0,1.5,45.96474997104548,24.35159132377184,1.5,90.0,DIC-C2DH-HeLa,01,HeLa,#dc3cbe
21,Cell,12,12.0,259.0,396.0,23.0,-8.0,0.0,45.96474997104548,24.35159132377184,0.0,0.0,DIC-C2DH-HeLa,01,HeLa,#dc3cbe
21,Cell,13,13.0,261.5,399.5,25.5,-4.5,4.301162633521313,50.26591260456679,25.894014752448104,4.301162633521313,54.46232220802562,DIC-C2DH-HeLa,01,HeLa,#dc3cbe
21,Cell,14,14.0,262.0,400.0,26.0,-4.0,0.7071067811865476,50.97301938575334,26.30589287593181,0.7071067811865476,45.0,DIC-C2DH-HeLa,01,HeLa,#dc3cbe
21,Cell,15,15.0,262.0,400.0,26.0,-4.0,0.0,50.97301938575334,26.30589287593181,0.0,0.0,DIC-C2DH-HeLa,01,HeLa,#dc3cbe
21,Cell,16,16.0,262.0,400.0,26.0,-4.0,0.0,50.97301938575334,26.30589287593181,0.0,0.0,DIC-C2DH-HeLa,01,HeLa,#dc3cbe
21,Cell,17,17.0,262.0,400.0,26.0,-4.0,0.0,50.97301938575334,26.30589287593181,0.0,0.0,DIC-C2DH-HeLa,01,HeLa,#dc3cbe
21,Cell,18,18.0,262.0,400.0,26.0,-4.0,0.0,50.97301938575334,26.30589287593181,0.0,0.0,DIC-C2DH-HeLa,01,HeLa,#dc3cbe
21,Cell,19,19.0,262.5,400.0,26.5,-4.0,0.5,51.47301938575334,26.800186566514792,0.5,0.0,DIC-C2DH-HeLa,01,HeLa,#dc3cbe
21,Cell,20,20.0,263.0,400.0,27.0,-4.0,0.5,51.97301938575334,27.29468812791236,0.5,0.0,DIC-C2DH-HeLa,01,HeLa,#dc3cbe
21,Cell,21,21.0,283.0,400.0,47.0,-4.0,20.0,71.97301938575333,47.16990566028302,20.0,0.0,DIC-C2DH-HeLa,01,HeLa,#dc3cbe
21,Cell,22,22.0,270.0,399.0,34.0,-5.0,13.038404810405298,85.01142419615863,34.36568055487916,13.038404810405298,-175.6012946450045,DIC-C2DH-HeLa,01,HeLa,#dc3cbe
21,Cell,23,23.0,270.0,399.0,34.0,-5.0,0.0,85.01142419615863,34.36568055487916,0.0,0.0,DIC-C2DH-HeLa,01,HeLa,#dc3cbe
21,Cell,24,24.0,265.0,403.0,29.0,-1.0,6.4031242374328485,91.41454843359148,29.017236257093817,6.4031242374328485,141.34019174590992,DIC-C2DH-HeLa,01,HeLa,#dc3cbe
21,Cell,25,25.0,265.0,403.0,29.0,-1.0,0.0,91.41454843359148,29.017236257093817,0.0,0.0,DIC-C2DH-HeLa,01,HeLa,#dc3cbe
21,Cell,26,26.0,265.0,403.0,29.0,-1.0,0.0,91.41454843359148,29.017236257093817,0.0,0.0,DIC-C2DH-HeLa,01,HeLa,#dc3cbe
21,Cell,27,27.0,265.0,403.0,29.0,-1.0,0.0,91.41454843359148,29.017236257093817,0.0,0.0,DIC-C2DH-HeLa,01,HeLa,#dc3cbe
21,Cell,28,28.0,278.0,412.0,42.0,8.0,15.811388300841896,107.22593673443338,42.7551166528639,15.811388300841896,34.69515353123397,DIC-C2DH-HeLa,01,HeLa,#dc3cbe
21,Cell,29,29.0,278.0,412.0,42.0,8.0,0.0,107.22593673443338,42.7551166528639,0.0,0.0,DIC-C2DH-HeLa,01,HeLa,#dc3cbe
21,Cell,30,30.0,276.0,409.0,40.0,5.0,3.605551275463989,110.83148800989736,40.311288741492746,3.605551275463989,-123.6900675259798,DIC-C2DH-HeLa,01,HeLa,#dc3cbe
21,Cell,31,31.0,276.0,409.0,40.0,5.0,0.0,110.83148800989736,40.311288741492746,0.0,0.0,DIC-C2DH-HeLa,01,HeLa,#dc3cbe
