TrackID,Cell_Type,Frame,Time_min,X_um,Y_um,X_displacement_um,Y_displacement_um,Step_Distance_um,Cumulative_Distance_um,Displacement_um,Velocity_um_min,Step_Angle_deg
3,Cell,0,0.0,597.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Cell,1,1.0,597.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Cell,2,2.0,597.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Cell,3,3.0,597.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Cell,4,4.0,597.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Cell,5,5.0,597.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Cell,6,6.0,596.0,208.0,-1.0,0.0,1.0,1.0,1.0,1.0,180.0
3,Cell,7,7.0,596.0,208.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0
3,Cell,8,8.0,596.0,208.5,-1.0,0.5,0.5,1.5,1.118033988749895,0.5,90.0
3,Cell,9,9.0,596.0,209.0,-1.0,1.0,0.5,2.0,1.4142135623730951,0.5,90.0
3,Cell,10,10.0,596.0,209.0,-1.0,1.0,0.0,2.0,1.4142135623730951,0.0,0.0
3,Cell,11,11.0,596.0,209.0,-1.0,1.0,0.0,2.0,1.4142135623730951,0.0,0.0
3,Cell,12,12.0,596.0,209.0,-1.0,1.0,0.0,2.0,1.4142135623730951,0.0,0.0
3,Cell,13,13.0,596.0,209.0,-1.0,1.0,0.0,2.0,1.4142135623730951,0.0,0.0
3,Cell,14,14.0,596.0,206.0,-1.0,-2.0,3.0,5.0,2.23606797749979,3.0,-90.0
3,Cell,15,15.0,596.0,204.0,-1.0,-4.0,2.0,7.0,4.123105625617661,2.0,-90.0
3,Cell,16,16.0,598.0,202.0,1.0,-6.0,2.8284271247461903,9.82842712474619,6.082762530298219,2.8284271247461903,-45.0
3,Cell,17,17.0,598.0,201.0,1.0,-7.0,1.0,10.82842712474619,7.0710678118654755,1.0,-90.0
3,Cell,18,18.0,602.0,198.0,5.0,-10.0,5.0,15.82842712474619,11.180339887498949,5.0,-36.86989764584402
3,Cell,19,19.0,603.0,198.0,6.0,-10.0,1.0,16.82842712474619,11.661903789690601,1.0,0.0
3,Cell,20,20.0,604.0,198.0,7.0,-10.0,1.0,17.82842712474619,12.206555615733702,1.0,0.0
3,Cell,21,21.0,603.0,199.0,6.0,-9.0,1.4142135623730951,19.242640687119287,10.816653826391969,1.4142135623730951,135.0
3,Cell,22,22.0,603.0,199.0,6.0,-9.0,0.0,19.242640687119287,10.816653826391969,0.0,0.0
3,Cell,23,23.0,606.0,202.0,9.0,-6.0,4.242640687119285,23.48528137423857,10.816653826391969,4.242640687119285,45.0
3,Cell,24,24.0,606.0,203.5,9.0,-4.5,1.5,24.98528137423857,10.062305898749054,1.5,90.0
3,Cell,25,25.0,606.0,203.0,9.0,-5.0,0.5,25.48528137423857,10.295630140987,0.5,-90.0
3,Cell,26,26.0,607.5,203.5,10.5,-4.5,1.5811388300841898,27.06642020432276,11.423659658795863,1.5811388300841898,18.43494882292201
3,Cell,27,27.0,609.0,205.5,12.0,-2.5,2.5,29.56642020432276,12.257650672131263,2.5,53.13010235415598
3,Cell,28,28.0,610.0,206.0,13.0,-2.0,1.118033988749895,30.684454193072654,13.152946437965905,1.118033988749895,26.56505117707799
3,Cell,29,29.0,610.5,205.5,13.5,-2.5,0.7071067811865476,31.3915609742592,13.729530217745982,0.7071067811865476,-45.0
13,Cell,0,0.0,555.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Cell,1,1.0,555.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Cell,2,2.0,555.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Cell,3,3.0,555.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Cell,4,4.0,555.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Cell,5,5.0,555.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Cell,6,6.0,555.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Cell,7,7.0,555.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Cell,8,8.0,555.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Cell,9,9.0,555.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Cell,10,10.0,555.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Cell,11,11.0,555.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Cell,12,12.0,555.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Cell,13,13.0,555.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Cell,14,14.0,555.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Cell,15,15.0,555.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Cell,16,16.0,555.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Cell,17,17.0,555.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Cell,18,18.0,555.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Cell,19,19.0,555.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Cell,20,20.0,555.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Cell,21,21.0,555.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Cell,22,22.0,555.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Cell,23,23.0,555.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Cell,24,24.0,555.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Cell,25,25.0,555.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Cell,26,26.0,555.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Cell,27,27.0,555.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Cell,28,28.0,558.0,699.0,3.0,6.0,6.708203932499369,6.708203932499369,6.708203932499369,6.708203932499369,63.43494882292201
13,Cell,29,29.0,558.0,699.0,3.0,6.0,0.0,6.708203932499369,6.708203932499369,0.0,0.0
21,Cell,0,0.0,60.0,940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Cell,1,1.0,60.0,940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Cell,2,2.0,60.0,940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Cell,3,3.0,60.0,940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Cell,4,4.0,60.0,940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Cell,5,5.0,59.0,942.0,-1.0,2.0,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,116.56505117707799
21,Cell,6,6.0,59.0,942.0,-1.0,2.0,0.0,2.23606797749979,2.23606797749979,0.0,0.0
21,Cell,7,7.0,59.0,940.0,-1.0,0.0,2.0,4.23606797749979,1.0,2.0,-90.0
21,Cell,8,8.0,58.0,933.0,-2.0,-7.0,7.0710678118654755,11.307135789365265,7.280109889280518,7.0710678118654755,-98.130102354156
21,Cell,9,9.0,58.0,933.0,-2.0,-7.0,0.0,11.307135789365265,7.280109889280518,0.0,0.0
21,Cell,10,10.0,58.0,933.0,-2.0,-7.0,0.0,11.307135789365265,7.280109889280518,0.0,0.0
21,Cell,11,11.0,58.0,937.0,-2.0,-3.0,4.0,15.307135789365265,3.605551275463989,4.0,90.0
21,Cell,12,12.0,57.0,942.0,-3.0,2.0,5.0990195135927845,20.406155302958048,3.605551275463989,5.0990195135927845,101.30993247402021
21,Cell,13,13.0,57.0,946.0,-3.0,6.0,4.0,24.406155302958048,6.708203932499369,4.0,90.0
21,Cell,14,14.0,59.0,942.0,-1.0,2.0,4.47213595499958,28.878291257957628,2.23606797749979,4.47213595499958,-63.43494882292201
21,Cell,15,15.0,62.0,940.0,2.0,0.0,3.605551275463989,32.483842533421615,2.0,3.605551275463989,-33.690067525979785
21,Cell,16,16.0,60.0,943.0,0.0,3.0,3.605551275463989,36.0893938088856,3.0,3.605551275463989,123.6900675259798
21,Cell,17,17.0,58.0,939.0,-2.0,-1.0,4.47213595499958,40.56152976388518,2.23606797749979,4.47213595499958,-116.56505117707799
21,Cell,18,18.0,57.0,941.0,-3.0,1.0,2.23606797749979,42.797597741384976,3.1622776601683795,2.23606797749979,116.56505117707799
21,Cell,19,19.0,58.0,940.0,-2.0,0.0,1.4142135623730951,44.21181130375807,2.0,1.4142135623730951,-45.0
21,Cell,20,20.0,58.0,940.0,-2.0,0.0,0.0,44.21181130375807,2.0,0.0,0.0
21,Cell,21,21.0,58.0,940.0,-2.0,0.0,0.0,44.21181130375807,2.0,0.0,0.0
21,Cell,22,22.0,58.0,939.0,-2.0,-1.0,1.0,45.21181130375807,2.23606797749979,1.0,-90.0
21,Cell,23,23.0,58.0,939.0,-2.0,-1.0,0.0,45.21181130375807,2.23606797749979,0.0,0.0
21,Cell,24,24.0,58.0,939.0,-2.0,-1.0,0.0,45.21181130375807,2.23606797749979,0.0,0.0
21,Cell,25,25.0,58.0,939.0,-2.0,-1.0,0.0,45.21181130375807,2.23606797749979,0.0,0.0
21,Cell,26,26.0,58.0,939.0,-2.0,-1.0,0.0,45.21181130375807,2.23606797749979,0.0,0.0
21,Cell,27,27.0,62.0,936.0,2.0,-4.0,5.0,50.21181130375807,4.47213595499958,5.0,-36.86989764584402
21,Cell,28,28.0,62.0,936.0,2.0,-4.0,0.0,50.21181130375807,4.47213595499958,0.0,0.0
21,Cell,29,29.0,67.0,936.0,7.0,-4.0,5.0,55.21181130375807,8.06225774829855,5.0,0.0
23,Cell,0,0.0,830.0,929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Cell,1,1.0,830.0,929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Cell,2,2.0,830.0,929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Cell,3,3.0,830.0,929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Cell,4,4.0,830.0,929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Cell,5,5.0,827.0,930.0,-3.0,1.0,3.1622776601683795,3.1622776601683795,3.1622776601683795,3.1622776601683795,161.56505117707798
23,Cell,6,6.0,827.0,930.0,-3.0,1.0,0.0,3.1622776601683795,3.1622776601683795,0.0,0.0
23,Cell,7,7.0,827.0,930.0,-3.0,1.0,0.0,3.1622776601683795,3.1622776601683795,0.0,0.0
23,Cell,8,8.0,827.0,930.0,-3.0,1.0,0.0,3.1622776601683795,3.1622776601683795,0.0,0.0
23,Cell,9,9.0,827.0,930.0,-3.0,1.0,0.0,3.1622776601683795,3.1622776601683795,0.0,0.0
23,Cell,10,10.0,828.0,935.0,-2.0,6.0,5.0990195135927845,8.261297173761164,6.324555320336759,5.0990195135927845,78.69006752597979
23,Cell,11,11.0,831.0,937.0,1.0,8.0,3.605551275463989,11.866848449225154,8.06225774829855,3.605551275463989,33.690067525979785
23,Cell,12,12.0,831.0,937.0,1.0,8.0,0.0,11.866848449225154,8.06225774829855,0.0,0.0
