TrackID,Cell_Type,Frames,Duration_min,Start_X_um,Start_Y_um,End_X_um,End_Y_um,Total_Distance_um,Displacement_um,CDE,Avg_Velocity_um_min,Max_Velocity_um_min,Std_Velocity_um_min,Persistence,Final_Angle_deg,Angular_Std_deg,MSD_10,MSD_20
3,Cell,30,29.0,597.0,208.0,610.5,205.5,31.3915609742592,13.729530217745982,0.43736373062187234,1.0824676198020413,5.0,1.3067418248864957,0.4118154623220282,-10.4914770123316,60.334573440866684,87.6375,145.975
13,Cell,30,29.0,555.0,693.0,558.0,699.0,6.708203932499369,6.708203932499369,1.0,0.23131737698273688,6.708203932499369,1.2240165068481965,0.9605152568214255,63.43494882292201,11.095744581227745,4.5,9.0
21,Cell,30,29.0,60.0,940.0,67.0,936.0,55.21181130375807,8.06225774829855,0.14602414878118264,1.903855562198554,7.0710678118654755,2.1646428864530596,0.36529592395116445,-29.744881296942225,63.84548902073489,29.85,18.3
23,Cell,30,29.0,830.0,929.0,824.0,935.0,52.35607858374759,8.48528137423857,0.16206869581849426,1.805382020129227,7.615773105863909,2.501566937082527,0.4269130199689623,135.0,63.99199847341159,150.35,195.3
20,Cell,30,29.0,91.0,900.0,103.0,884.0,36.13297709683682,20.0,0.5535109920890204,1.2459647274771317,7.810249675906654,2.2512799810452835,0.6612957754555643,-53.13010235415598,41.28128746872123,132.55,312.1
12,Cell,30,29.0,507.0,785.5,494.0,786.0,14.5,13.009611831257688,0.8972146090522544,0.5,8.0,1.6081688022566922,0.5357142857142857,177.7974018382342,46.034824681668454,54.7125,136.625
5,Cell,30,29.0,510.0,364.0,505.0,343.0,45.32759768161251,21.587033144922902,0.4762448099842681,1.5630206097107762,8.246211251235321,2.6467418528614237,0.4564756077164801,-103.3924977537511,51.376188261659195,146.65,466.3
6,Cell,30,29.0,587.0,350.0,588.0,341.0,31.22724225124509,9.055385138137417,0.2899835043158946,1.076801456939486,8.54400374531753,2.2157310621044197,0.604286557511147,-83.6598082540901,40.849704683482116,20.9,52.0
15,Cell,30,29.0,642.0,615.0,682.0,608.0,55.05982897770195,40.607881008493905,0.7375228322074743,1.89861479233455,9.0,2.879550936251409,0.7194915141751471,-9.926245506651705,37.58112905773866,308.55,1036.3
36,Cell,30,29.0,867.0,185.0,845.0,173.0,51.116355459210915,25.059928172283335,0.49025263924147117,1.7626329468693418,9.219544457292887,2.599075616469814,0.3392511295388188,-151.3895403340348,66.097364289585,128.85,376.1
27,Cell,30,29.0,1013.0,694.0,964.0,680.0,96.55245611006072,50.96076922496363,0.5278039656171267,3.3293950382779562,9.433981132056603,2.2363666013518104,0.14770826466069825,-164.05460409907712,80.2709400604372,514.2125,1660.125
14,Cell,30,29.0,602.0,728.0,616.0,730.0,22.882456112707374,14.142135623730951,0.6180339887498948,0.7890502107830129,9.486832980505138,2.363111575145664,0.9111389457045513,8.13010235415598,16.95080521366508,41.0,126.0
18,Cell,30,29.0,776.0,793.0,731.0,801.0,87.81878726014179,45.70557952810576,0.5204533215963698,3.028234043453165,10.198039027185569,3.1462301402333352,0.03724027324220939,169.9194020124577,115.21259930469954,562.15,1625.5
