TrackID,Cell_Type,Frames,Duration_min,Start_X_um,Start_Y_um,End_X_um,End_Y_um,Total_Distance_um,Displacement_um,CDE,Avg_Velocity_um_min,Max_Velocity_um_min,Std_Velocity_um_min,Persistence,Final_Angle_deg,Angular_Std_deg,MSD_10,MSD_20
22,Cell,84,83.0,416.0,348.0,437.0,332.0,341.1373371152318,26.40075756488817,0.0773904075940252,4.110088398978696,27.115493725912497,5.811052429422855,0.29119848734469606,-37.30394827798343,83.7500411658556,467.1191286745243,791.9555015115502
9,Cell,78,77.0,249.0,341.0,218.0,339.0,317.71157286219153,31.064449134018133,0.09777562980839997,4.126124322885604,22.47220505424423,5.57771496219881,0.3209487665442535,-176.30861401354872,69.23644635338239,215.76090199665632,430.4516929062846
26,Cell,74,73.0,206.0,458.0,117.0,462.0,337.7895295840728,89.08984229416954,0.26374364653595894,4.627253829918804,22.20360331117452,5.792013993689138,0.21747398131185006,177.42664053682316,92.49837043428167,586.41796875,1862.3657407407406
18,Cell,60,59.0,389.0,169.0,415.0,116.0,129.6080083750436,59.033888572581766,0.45548025398057823,2.1967459046617552,19.0,4.163571108976566,0.7225967119546578,-63.86899945506142,45.62869327343607,296.785,576.10625
44,Cell,58,57.0,92.0,59.0,108.0,60.0,80.85607176130118,16.0312195418814,0.1982685924837887,1.4185275747596702,20.248456731316587,3.6678851502291643,0.6374068958443774,3.5763343749973515,49.78543786798945,160.0533904282153,359.0876287748595
45,Cell,55,54.0,43.0,75.0,57.0,94.0,158.9969513182055,23.600847442411894,0.14843584890617675,2.9443879873741765,27.018512172212592,5.3504089260637775,0.48701342639753104,53.61564818416411,60.85882560978334,150.18333333333334,140.57142857142858
1,Cell,49,48.0,193.0,199.0,170.0,187.0,116.29736446360411,25.942243542145693,0.22306819816423662,2.4228617596584194,18.0,4.388229592257694,0.35441839246415635,-152.44718842328223,60.08013755120289,246.89783967499505,610.0787300117032
16,Cell,38,37.0,378.0,167.0,395.0,146.0,161.87467812118095,27.018512172212592,0.1669100595955241,4.374991300572458,18.867962264113206,5.230825792147757,0.24166492567851997,-51.00900595749453,70.4529624869441,508.2482063660794,1128.2535818661515
4,Cell,35,34.0,215.0,185.0,188.0,193.0,123.27964766495344,28.160255680657446,0.22842582870767714,3.6258719901456904,24.041630560342615,5.699596937701245,0.4606323646140864,163.49563861824498,70.04726525655212,243.29,445.35
8,Cell,30,29.0,131.0,282.0,121.0,295.0,237.3123908225011,16.401219466856727,0.06911236033656622,8.183185890431073,31.827660925679098,8.50528801020609,0.3645369379307552,127.56859202882751,92.6431909572955,1054.3918730612245,643.1603175510203
6,Cell,30,29.0,65.0,306.0,55.0,343.0,490.1404624208376,38.3275357934736,0.0781970449943497,16.90139525589095,55.036351623268054,16.05855912473991,0.0021880398376612604,105.12400730831057,120.200183526942,1196.2625,808.225
28,Cell,26,25.0,76.0,70.0,87.0,71.0,65.39456281963122,11.045361017187261,0.1689033543607005,2.6157825127852488,20.12461179749811,5.881979415622508,0.7662948526890064,5.194428907734806,38.54161550829542,286.125,407.0
32,Cell,24,23.0,167.0,51.0,156.0,55.0,146.251023901323,11.704699910719626,0.08003157583783414,6.35874016962274,15.20690632574555,4.5206181737255235,-0.1871267876636358,160.01689347810003,131.3956086708061,103.53571428571429,248.625
35,Cell,19,18.0,224.0,53.0,226.0,48.0,193.90946053695066,5.385164807134504,0.02777154241068257,10.772747807608368,22.02271554554524,4.790397131101876,-0.3125681390169448,-68.19859051364818,141.85277261211476,303.8611111111111,
25,Cell,15,14.0,329.5,417.0,345.0,441.0,53.49596187965671,28.570089254323307,0.5340606701977604,3.8211401342611935,15.945218719101975,5.4728840205973475,0.49125928551108317,57.144278049567006,49.07438663174122,183.05,
24,Cell,15,14.0,249.0,420.0,253.0,450.0,58.14835680755717,30.265491900843113,0.5204874834383918,4.153454057682655,17.613914953808536,5.885718013426793,0.0552030751473248,82.40535663140855,98.97135973387769,367.65,
20,Cell,13,12.0,451.0,114.0,465.0,69.0,118.80874382513781,47.12748667179272,0.39666682059322794,9.900728652094818,17.72004514666935,4.934629890639087,0.17530215104330174,-72.71850162818336,76.25683998619813,1833.0833333333333,
11,Cell,6,5.0,205.0,401.0,201.0,369.0,33.211102550927976,32.2490309931942,0.9710316284664601,6.642220510185595,26.0,10.073773210375037,0.5693375245281536,-97.12501634890181,56.864688771116505,,
12,Cell,6,5.0,226.0,318.0,294.0,263.0,92.42204085955663,87.45856161634491,0.9462955027063927,18.484408171911326,28.178005607210743,10.204246887163094,0.8407495695896293,-38.9667469937993,26.69237397751392,,
42,Cell,5,4.0,166.0,49.0,169.0,48.0,57.000880722433536,3.1622776601683795,0.05547769824061365,14.250220180608384,27.721832551258224,10.206920436849774,-0.7417871691758533,-18.43494882292201,82.79520695828366,,
21,Cell,4,3.0,465.0,99.0,461.0,100.0,5.0,4.123105625617661,0.8246211251235321,1.6666666666666667,4.0,1.699673171197595,-0.49999999999999994,165.96375653207352,84.92975211833135,,
27,Cell,4,3.0,110.0,461.0,118.0,458.0,8.54400374531753,8.54400374531753,1.0,2.848001248439177,8.54400374531753,4.0276819911981905,0.9363291775690445,-20.556045219583464,9.70757801081927,,
43,Cell,2,1.0,43.0,69.0,47.0,78.0,9.848857801796104,9.848857801796104,1.0,9.848857801796104,9.848857801796104,0.0,,66.03751102542182,-0.0,,
34,Cell,2,1.0,182.0,50.0,171.0,49.0,11.045361017187261,11.045361017187261,1.0,11.045361017187261,11.045361017187261,0.0,,-174.80557109226518,-0.0,,
41,Cell,2,1.0,453.0,211.0,458.0,197.0,14.866068747318506,14.866068747318506,1.0,14.866068747318506,14.866068747318506,0.0,,-70.3461759419467,-0.0,,
23,Cell,69,68.0,350.0,422.0,276.0,413.0,142.49711099338666,74.54528824815154,0.5231354357184912,2.0955457499027452,40.02811511925087,6.422412864996824,0.47710435725490247,-173.06565109873043,53.99720546804753,319.6208772424074,835.4002098453794
5,Cell,54,53.0,156.0,285.0,108.0,285.0,277.6985564323913,48.0,0.17284929607362262,5.239595404384741,45.5411901469428,8.432833315926466,0.31840198952617577,180.0,62.65452168143733,548.1761363636364,1002.0441176470588
13,Cell,46,45.0,321.0,235.0,364.0,182.0,72.86712488842241,68.24954212300622,0.9366300952248788,1.6192694419649425,40.311288741492746,6.174334856384369,0.8292863707614934,-50.9468630539735,26.408983395754824,221.67361111111111,520.0865384615385
17,Cell,38,37.0,304.5,219.0,344.0,213.0,296.745700374932,39.953097501945955,0.13463749416239576,8.02015406418735,46.32493928760188,9.402660852379283,0.24350515785612403,-8.637131415070755,89.57897031718498,727.1107875723203,839.2780333613108
2,Cell,35,34.0,135.0,171.0,91.0,185.0,182.9131260026896,46.17358552246078,0.2524345110245496,5.379797823608517,35.9500740512847,8.196658266770184,0.24535294379373265,162.34987578006988,83.71597109105895,777.9331337770319,1475.596133000759
36,Cell,30,29.0,221.0,53.0,213.0,50.0,235.0600889988986,8.54400374531753,0.03634816859682872,8.105520310306849,49.09175083453431,9.325929138284648,-0.40314841837675397,-159.44395478041653,91.96834097555542,234.1625,441.925
19,Cell,24,23.0,382.0,144.5,404.0,62.0,159.23403839528777,85.38296082943013,0.536210484202333,6.923219060664685,31.32091952673165,9.435911675211727,0.3640360554169772,-75.06858282186246,68.90818356496324,947.9642857142857,4056.125
