TrackID,Cell_Type,Frame,Time_min,X_um,Y_um,X_displacement_um,Y_displacement_um,Step_Distance_um,Cumulative_Distance_um,Displacement_um,Velocity_um_min,Step_Angle_deg
22,Cell,0,0.0,416.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Cell,1,1.0,415.5,348.0,-0.5,0.0,0.5,0.5,0.5,0.5,180.0
22,Cell,2,2.0,415.0,348.0,-1.0,0.0,0.5,1.0,1.0,0.5,180.0
22,Cell,3,3.0,417.5,349.0,1.5,1.0,2.692582403567252,3.692582403567252,1.8027756377319946,2.692582403567252,21.80140948635181
22,Cell,4,4.0,427.0,349.0,11.0,1.0,9.5,13.192582403567252,11.045361017187261,9.5,0.0
22,Cell,5,5.0,432.5,350.0,16.5,2.0,5.5901699437494745,18.782752347316727,16.62077013859466,5.5901699437494745,10.304846468766033
22,Cell,6,6.0,428.0,358.0,12.0,10.0,9.17877987534291,27.961532222659635,15.620499351813308,9.17877987534291,119.35775354279127
22,Cell,7,7.0,426.0,351.5,10.0,3.5,6.800735254367722,34.76226747702736,10.594810050208546,6.800735254367722,-107.10272896905236
22,Cell,8,8.0,426.0,352.0,10.0,4.0,0.5,35.26226747702736,10.770329614269007,0.5,90.0
22,Cell,9,9.0,421.0,350.0,5.0,2.0,5.385164807134504,40.64743228416186,5.385164807134504,5.385164807134504,-158.19859051364818
22,Cell,10,10.0,416.0,344.0,0.0,-4.0,7.810249675906654,48.45768196006851,4.0,7.810249675906654,-129.8055710922652
22,Cell,11,11.0,416.0,343.5,0.0,-4.5,0.5,48.95768196006851,4.5,0.5,-90.0
22,Cell,12,12.0,418.0,330.0,2.0,-18.0,13.647344063956181,62.605026024024696,18.110770276274835,13.647344063956181,-81.57303097851933
22,Cell,13,13.0,408.0,340.0,-8.0,-8.0,14.142135623730951,76.74716164775565,11.313708498984761,14.142135623730951,135.0
22,Cell,14,14.0,408.0,340.0,-8.0,-8.0,0.0,76.74716164775565,11.313708498984761,0.0,0.0
22,Cell,15,15.0,411.0,341.0,-5.0,-7.0,3.1622776601683795,79.90943930792403,8.602325267042627,3.1622776601683795,18.43494882292201
22,Cell,16,16.0,410.0,340.0,-6.0,-8.0,1.4142135623730951,81.32365287029712,10.0,1.4142135623730951,-135.0
22,Cell,17,17.0,410.0,337.0,-6.0,-11.0,3.0,84.32365287029712,12.529964086141668,3.0,-90.0
22,Cell,18,18.0,410.0,337.0,-6.0,-11.0,0.0,84.32365287029712,12.529964086141668,0.0,0.0
22,Cell,19,19.0,410.0,337.0,-6.0,-11.0,0.0,84.32365287029712,12.529964086141668,0.0,0.0
22,Cell,20,20.0,410.0,337.0,-6.0,-11.0,0.0,84.32365287029712,12.529964086141668,0.0,0.0
22,Cell,21,21.0,407.0,337.0,-9.0,-11.0,3.0,87.32365287029712,14.212670403551895,3.0,180.0
22,Cell,22,22.0,407.0,337.0,-9.0,-11.0,0.0,87.32365287029712,14.212670403551895,0.0,0.0
22,Cell,23,23.0,407.0,337.0,-9.0,-11.0,0.0,87.32365287029712,14.212670403551895,0.0,0.0
22,Cell,24,24.0,407.0,337.0,-9.0,-11.0,0.0,87.32365287029712,14.212670403551895,0.0,0.0
22,Cell,25,25.0,407.0,336.0,-9.0,-12.0,1.0,88.32365287029712,15.0,1.0,-90.0
22,Cell,26,26.0,401.0,331.0,-15.0,-17.0,7.810249675906654,96.13390254620379,22.67156809750927,7.810249675906654,-140.19442890773482
22,Cell,27,27.0,401.0,331.0,-15.0,-17.0,0.0,96.13390254620379,22.67156809750927,0.0,0.0
22,Cell,28,28.0,401.0,330.5,-15.0,-17.5,0.5,96.63390254620379,23.04886114323222,0.5,-90.0
22,Cell,29,29.0,401.0,330.0,-15.0,-18.0,0.5,97.13390254620379,23.430749027719962,0.5,-90.0
22,Cell,30,30.0,401.0,330.0,-15.0,-18.0,0.0,97.13390254620379,23.430749027719962,0.0,0.0
22,Cell,31,31.0,401.0,330.0,-15.0,-18.0,0.0,97.13390254620379,23.430749027719962,0.0,0.0
22,Cell,32,32.0,401.0,330.0,-15.0,-18.0,0.0,97.13390254620379,23.430749027719962,0.0,0.0
22,Cell,33,33.0,401.0,330.0,-15.0,-18.0,0.0,97.13390254620379,23.430749027719962,0.0,0.0
22,Cell,34,34.0,401.0,330.0,-15.0,-18.0,0.0,97.13390254620379,23.430749027719962,0.0,0.0
22,Cell,35,35.0,401.0,330.0,-15.0,-18.0,0.0,97.13390254620379,23.430749027719962,0.0,0.0
22,Cell,36,36.0,428.0,332.5,12.0,-15.5,27.115493725912497,124.24939627211629,19.60229578391266,27.115493725912497,5.29008120537127
22,Cell,37,37.0,429.0,333.0,13.0,-15.0,1.118033988749895,125.36743026086619,19.849433241279208,1.118033988749895,26.56505117707799
22,Cell,38,38.0,429.0,333.0,13.0,-15.0,0.0,125.36743026086619,19.849433241279208,0.0,0.0
22,Cell,39,39.0,429.0,333.0,13.0,-15.0,0.0,125.36743026086619,19.849433241279208,0.0,0.0
22,Cell,40,40.0,429.0,332.0,13.0,-16.0,1.0,126.36743026086619,20.615528128088304,1.0,-90.0
22,Cell,41,41.0,429.0,332.0,13.0,-16.0,0.0,126.36743026086619,20.615528128088304,0.0,0.0
22,Cell,42,42.0,430.0,326.0,14.0,-22.0,6.082762530298219,132.4501927911644,26.076809620810597,6.082762530298219,-80.53767779197439
22,Cell,43,43.0,430.0,326.0,14.0,-22.0,0.0,132.4501927911644,26.076809620810597,0.0,0.0
22,Cell,44,44.0,430.0,326.0,14.0,-22.0,0.0,132.4501927911644,26.076809620810597,0.0,0.0
22,Cell,45,45.0,433.0,319.0,17.0,-29.0,7.615773105863909,140.06596589702832,33.61547262794322,7.615773105863909,-66.80140948635182
22,Cell,46,46.0,433.0,318.0,17.0,-30.0,1.0,141.06596589702832,34.48187929913333,1.0,-90.0
22,Cell,47,47.0,432.0,306.0,16.0,-42.0,12.041594578792296,153.1075604758206,44.94441010848846,12.041594578792296,-94.76364169072617
22,Cell,48,48.0,432.0,306.0,16.0,-42.0,0.0,153.1075604758206,44.94441010848846,0.0,0.0
22,Cell,49,49.0,432.0,306.0,16.0,-42.0,0.0,153.1075604758206,44.94441010848846,0.0,0.0
22,Cell,50,50.0,432.0,306.0,16.0,-42.0,0.0,153.1075604758206,44.94441010848846,0.0,0.0
22,Cell,51,51.0,426.0,300.0,10.0,-48.0,8.48528137423857,161.5928418500592,49.03060268852505,8.48528137423857,-135.0
22,Cell,52,52.0,426.0,300.0,10.0,-48.0,0.0,161.5928418500592,49.03060268852505,0.0,0.0
