frame,track_id,centroid_x,centroid_y,label_at_centroid,centroid_on_own_mask
11,21,236.0,404.0,21,True
12,21,234.0,396.0,21,True
13,21,231.0,391.0,21,True
14,21,238.0,388.0,21,True
15,21,247.6101545253863,390.38984547461365,21,True
16,21,252.02557544757033,393.4514066496164,21,True
17,21,259.0,394.0,21,True
18,21,259.0,394.0,21,True
19,21,259.0,394.0,21,True
20,21,259.0,394.0,21,True
21,21,259.0,394.5,21,True
22,21,259.0,396.0,21,True
23,21,259.0,396.0,21,True
24,21,261.5,399.5,21,True
25,21,262.0,400.0,21,True
26,21,262.0,400.0,21,True
27,21,262.0,400.0,21,True
28,21,262.0,400.0,21,True
29,21,262.0,400.0,21,True
30,21,262.5,400.0,21,True
31,21,263.0,400.0,21,True
32,21,283.0,400.0,21,True
33,21,270.0,399.0,21,True
34,21,270.0,399.0,21,True
35,21,265.0,403.0,21,True
36,21,265.0,403.0,21,True
37,21,265.0,403.0,21,True
38,21,265.0,403.0,21,True
39,21,278.0,412.0,21,True
40,21,278.0,412.0,21,True
41,21,276.0,409.0,21,True
42,21,276.0,409.0,21,True
43,21,276.0,409.0,21,True
44,21,276.0,409.0,21,True
45,21,276.5,409.0,21,True
46,21,277.0,409.0,21,True
47,21,284.0,410.0,21,True
48,21,284.0,410.0,21,True
49,21,284.0,410.0,21,True
50,21,284.0,410.0,21,True
51,21,284.0,410.0,21,True
52,21,284.0,410.0,21,True
53,21,284.0,410.0,21,True
54,21,284.0,410.0,21,True
55,21,284.0,410.0,21,True
56,21,285.0,410.0,21,True
57,21,289.5,410.0,21,True
58,21,291.0,410.0,21,True
59,21,291.0,410.0,21,True
60,21,291.0,410.0,21,True
61,21,291.0,410.0,21,True
62,21,291.0,410.0,21,True
63,21,291.0,410.0,21,True
64,21,291.0,410.0,21,True
65,21,291.0,410.0,21,True
66,21,292.0,424.0,21,True
67,21,292.0,424.0,21,True
68,21,292.0,424.0,21,True
69,21,292.0,438.0,21,True
70,21,292.0,438.0,21,True
71,21,292.0,438.0,21,True
72,21,292.0,438.0,21,True
73,21,292.0,438.0,21,True
74,21,292.0,438.0,21,True
75,21,292.0,438.0,21,True
76,21,292.0,438.0,21,True
77,21,292.0,438.0,21,True
78,21,292.0,438.0,21,True
79,21,292.0,438.0,21,True
80,21,292.0,438.0,21,True
81,21,292.0,438.0,21,True
82,21,291.0,447.0,21,True
83,21,283.0,453.0,21,True
0,23,298.0,319.0,23,True
1,23,323.0,325.0,23,True
2,23,314.0,338.0,23,True
3,23,314.0,338.0,23,True
4,23,313.0,331.0,23,True
5,23,311.0,319.0,23,True
6,23,307.0,315.0,23,True
7,23,305.3811676082862,316.3811676082862,23,True
8,23,309.0,301.0,23,True
9,23,309.0,301.0,23,True
10,23,306.0,313.0,23,True
11,23,306.0,313.0,23,True
12,23,306.0,304.0,23,True
13,23,322.0,299.0,23,True
14,23,322.0,299.0,23,True
15,23,322.0,302.0,23,True
16,23,298.5,283.0,23,True
17,23,298.0,283.0,23,True
18,23,308.0,288.0,23,True
19,23,300.0,306.0,23,True
20,23,322.0,306.0,23,True
21,23,314.0,291.0,23,True
22,23,314.0,291.0,23,True
23,23,312.0,273.0,23,True
24,23,312.0,273.0,23,True
25,23,312.0,283.0,23,True
26,23,302.0,283.0,23,True
27,23,299.0,277.0,23,True
28,23,296.0,273.0,23,True
29,23,310.0,252.0,23,True
30,23,284.0,254.0,23,True
31,23,284.0,266.0,23,True
32,23,296.0,283.0,23,True
33,23,298.0,285.0,23,True
34,23,297.0,272.0,23,True
35,23,287.0,275.0,23,True
36,23,287.0,281.0,23,True
37,23,287.0,281.0,23,True
38,23,287.0,281.0,23,True
39,23,295.0,290.0,23,True
40,23,297.0,290.0,23,True
41,23,306.0,291.0,23,True
42,23,320.0,281.0,23,True
43,23,305.0,296.0,23,True
44,23,305.0,296.0,23,True
45,23,305.0,296.0,23,True
46,23,314.0,287.0,23,True
47,23,316.0,280.0,23,True
48,23,311.0,283.0,23,True
49,23,311.0,284.0,23,True
50,23,311.0,284.0,23,True
51,23,312.0,286.0,23,True
52,23,312.0,286.0,23,True
53,23,296.0,315.0,23,True
54,23,306.0,305.0,23,True
55,23,307.0,278.0,23,True
56,23,310.0,286.0,23,True
57,23,331.0,319.0,23,True
58,23,324.0,306.0,23,True
59,23,288.0,283.0,23,True
60,23,299.0,292.0,23,True
61,23,309.0,292.0,23,True
62,23,324.0,285.0,23,True
63,23,324.0,285.0,23,True
64,23,320.0,289.0,23,True
65,23,310.0,311.0,23,True
0,32,284.0,54.0,32,True
1,32,284.0,54.0,32,True
2,32,279.0,52.0,32,True
3,32,279.0,52.0,32,True
4,32,278.0,52.0,32,True
5,32,278.0,52.0,32,True
6,32,261.0,50.0,32,True
7,32,261.0,50.0,32,True
8,32,261.0,50.0,32,True
9,32,261.0,50.0,32,True
10,32,270.0,51.0,32,True
11,32,270.0,51.0,32,True
12,32,270.0,51.0,32,True
13,32,270.0,51.0,32,True
14,32,270.0,51.0,32,True
15,32,276.0,51.0,32,True
16,32,276.0,51.0,32,True
17,32,276.0,51.0,32,True
18,32,276.0,51.0,32,True
19,32,276.0,51.0,32,True
20,32,276.0,51.0,32,True
21,32,276.0,51.0,32,True
22,32,276.0,51.0,32,True
23,32,276.0,51.0,32,True
24,32,276.0,51.0,32,True
25,32,266.0,49.0,32,True
26,32,280.0,49.0,32,True
27,32,280.0,49.0,32,True
28,32,280.0,49.0,32,True
29,32,280.0,49.0,32,True
30,32,287.0,50.0,32,True
31,32,287.0,50.0,32,True
32,32,287.0,50.0,32,True
33,32,293.0,51.0,32,True
34,32,294.0,52.0,32,True
35,32,299.0,52.0,32,True
36,32,299.5,52.0,32,True
37,32,300.0,52.0,32,True
38,32,300.0,52.5,32,True
39,32,300.0,53.0,32,True
40,32,302.0,54.0,32,True
41,32,308.0,57.0,32,True
42,32,312.5,64.5,32,True
43,32,313.0,65.0,32,True
44,32,307.0,64.0,32,True
45,32,307.0,64.0,32,True
46,32,307.0,64.0,32,True
47,32,307.0,64.0,32,True
48,32,307.0,64.0,32,True
49,32,309.0,62.0,32,True
50,32,309.0,62.0,32,True
51,32,309.0,62.0,32,True
52,32,309.0,62.0,32,True
53,32,309.0,62.0,32,True
54,32,309.0,62.0,32,True
55,32,315.0,52.0,32,True
56,32,315.0,52.0,32,True
57,32,315.0,52.0,32,True
58,32,315.0,52.0,32,True
59,32,291.0,59.0,32,True
60,32,310.0,58.0,32,True
61,32,304.0,58.0,32,True
62,32,304.0,58.0,32,True
63,32,304.0,58.0,32,True
22,16,73.0,354.0,16,True
23,16,72.0,349.0,16,True
24,16,68.0,344.0,16,True
25,16,57.0,333.0,16,True
26,16,55.0,333.0,16,True
27,16,49.0,338.0,16,True
28,16,49.0,338.0,16,True
29,16,49.0,338.0,16,True
30,16,49.0,338.0,16,True
31,16,49.0,338.0,16,True
32,16,49.0,338.0,16,True
33,16,49.0,338.0,16,True
34,16,49.0,338.0,16,True
35,16,49.0,338.0,16,True
36,16,54.0,339.0,16,True
37,16,54.0,339.0,16,True
