frame,track_id,x,y,w,h,centroid_x,centroid_y,area
0,6,187,427,9,9,191.0,431.0,56.0
1,6,187,427,9,9,191.0,431.0,56.0
2,6,187,427,9,9,191.0,431.0,56.0
3,6,187,427,9,9,191.0,431.0,56.0
4,6,187,427,9,9,191.0,431.0,56.0
5,6,187,427,9,9,191.0,431.0,56.0
6,6,187,427,9,9,191.0,431.0,56.0
7,6,187,427,9,9,191.0,431.0,56.0
8,6,187,427,9,9,191.0,431.0,56.0
9,6,187,427,9,9,191.0,431.0,56.0
10,6,187,427,9,9,191.0,431.0,56.0
11,6,187,427,9,9,191.0,431.0,56.0
12,6,187,427,9,9,191.0,431.0,56.0
13,6,187,427,9,9,191.0,431.0,56.0
14,6,187,427,9,9,191.0,431.0,56.0
15,6,187,427,9,9,191.0,431.0,56.0
16,6,187,427,9,9,191.0,431.0,56.0
17,6,187,427,9,9,191.0,431.0,56.0
18,6,187,427,9,9,191.0,431.0,56.0
19,6,187,427,9,9,191.0,431.0,56.0
20,6,187,427,9,9,191.0,431.0,56.0
21,6,187,427,9,9,191.0,431.0,56.0
22,6,187,427,9,9,191.0,431.0,56.0
23,6,187,427,9,9,191.0,431.0,56.0
24,6,187,427,9,9,191.0,431.0,56.0
25,6,187,427,9,9,191.0,431.0,56.0
26,6,187,427,9,9,191.0,431.0,56.0
27,6,187,427,9,9,191.0,431.0,56.0
28,6,187,427,9,9,191.0,431.0,56.0
29,6,187,427,9,9,191.0,431.0,56.0
0,2,82,151,9,9,86.0,155.0,56.0
1,2,82,149,9,9,86.0,153.0,56.0
2,2,82,149,9,9,86.0,153.0,56.0
3,2,82,149,9,9,86.0,153.0,56.0
4,2,82,149,9,9,86.0,153.0,56.0
5,2,82,149,9,9,86.0,153.0,56.0
6,2,82,149,9,9,86.0,153.0,56.0
7,2,82,149,9,9,86.0,153.0,56.0
8,2,82,149,9,9,86.0,153.0,56.0
9,2,82,149,9,9,86.0,153.0,56.0
10,2,82,149,9,9,86.0,153.0,56.0
11,2,82,149,9,9,86.0,153.0,56.0
12,2,82,149,9,9,86.0,153.0,56.0
13,2,82,149,9,9,86.0,153.0,56.0
14,2,82,149,9,9,86.0,153.0,56.0
15,2,82,149,9,9,86.0,153.0,56.0
16,2,82,149,9,9,86.0,153.0,56.0
17,2,82,147,9,9,86.0,151.0,56.0
18,2,82,144,9,9,86.0,148.0,56.0
19,2,82,144,9,9,86.0,148.0,56.0
20,2,82,144,9,9,86.0,148.0,56.0
21,2,82,144,9,9,86.0,148.0,56.0
22,2,82,144,9,9,86.0,148.0,56.0
23,2,82,144,9,9,86.0,148.0,56.0
24,2,82,144,9,9,86.0,148.0,56.0
25,2,82,144,9,9,86.0,148.0,56.0
26,2,82,144,9,9,86.0,148.0,56.0
27,2,82,144,9,9,86.0,148.0,56.0
28,2,82,144,9,9,86.0,148.0,56.0
29,2,82,144,9,9,86.0,148.0,56.0
0,19,654,611,9,9,658.0,615.0,56.0
1,19,654,611,9,9,658.0,615.0,56.0
2,19,653,608,9,9,657.0,612.0,56.0
3,19,652,609,9,9,656.0,613.0,56.0
4,19,652,609,9,9,656.0,613.0,56.0
5,19,652,609,9,9,656.0,613.0,56.0
6,19,651,610,9,10,655.0,614.5,64.0
7,19,651,611,9,9,655.0,615.0,56.0
8,19,651,611,9,9,655.0,615.0,56.0
9,19,651,611,9,9,655.0,615.0,56.0
10,19,651,611,9,9,655.0,615.0,56.0
11,19,651,609,9,9,655.0,613.0,56.0
12,19,651,609,9,9,655.0,613.0,56.0
13,19,651,609,9,9,655.0,613.0,56.0
14,19,652,610,9,9,656.0,614.0,56.0
15,19,652,609,9,9,656.0,613.0,56.0
16,19,652,609,9,9,656.0,613.0,56.0
17,19,652,609,9,9,656.0,613.0,56.0
18,19,652,609,9,9,656.0,613.0,56.0
19,19,652,609,9,9,656.0,613.0,56.0
20,19,652,609,9,9,656.0,613.0,56.0
21,19,651,608,9,9,655.0,612.0,56.0
22,19,651,608,9,9,655.0,612.0,56.0
23,19,651,608,9,9,655.0,612.0,56.0
24,19,651,608,9,9,655.0,612.0,56.0
25,19,651,608,9,9,655.0,612.0,56.0
26,19,651,608,9,9,655.0,612.0,56.0
27,19,651,608,9,9,655.0,612.0,56.0
28,19,651,608,9,9,655.0,612.0,56.0
29,19,651,608,9,9,655.0,612.0,56.0
0,73,476,901,9,9,480.0,905.0,56.0
1,73,473,900,9,9,477.0,904.0,56.0
2,73,470,898,9,9,474.0,902.0,56.0
3,73,471,897,9,9,475.0,901.0,56.0
4,73,471,897,9,9,475.0,901.0,56.0
5,73,470,896,9,9,474.0,900.0,56.0
6,73,470,896,9,9,474.0,900.0,56.0
7,73,470,896,9,9,474.0,900.0,56.0
8,73,470,895,9,9,474.0,899.0,56.0
9,73,471,895,9,9,475.0,899.0,56.0
10,73,472,895,9,9,476.0,899.0,56.0
11,73,473,894,9,9,477.0,898.0,56.0
12,73,473,894,9,9,477.0,898.0,56.0
13,73,473,894,9,9,477.0,898.0,56.0
14,73,474,894,9,9,478.0,898.0,56.0
15,73,475,894,9,9,479.0,898.0,56.0
16,73,477,894,9,9,481.0,898.0,56.0
17,73,479,897,9,9,483.0,901.0,56.0
18,73,480,898,9,9,484.0,902.0,56.0
19,73,481,899,9,9,485.0,903.0,56.0
20,73,480,899,9,9,484.0,903.0,56.0
21,73,480,900,9,9,484.0,904.0,56.0
22,73,479,901,9,9,483.0,905.0,56.0
23,73,479,902,9,9,483.0,906.0,56.0
24,73,479,902,9,9,483.0,906.0,56.0
25,73,477,902,9,9,481.0,906.0,56.0
26,73,474,902,9,9,478.0,906.0,56.0
27,73,473,903,9,9,477.0,907.0,56.0
28,73,473,903,9,9,477.0,907.0,56.0
29,73,474,904,9,9,478.0,908.0,56.0
0,60,677,706,9,9,681.0,710.0,56.0
1,60,677,704,9,9,681.0,708.0,56.0
2,60,675,704,9,9,679.0,708.0,56.0
3,60,672,704,9,9,676.0,708.0,56.0
4,60,670,703,9,9,674.0,707.0,56.0
5,60,666,702,9,9,670.0,706.0,56.0
6,60,666,702,9,9,670.0,706.0,56.0
7,60,666,702,9,9,670.0,706.0,56.0
8,60,667,704,9,9,671.0,708.0,56.0
9,60,669,706,9,9,673.0,710.0,56.0
10,60,671,706,9,9,675.0,710.0,56.0
11,60,671,703,9,9,675.0,707.0,56.0
12,60,668,704,9,9,672.0,708.0,56.0
13,60,668,705,9,9,672.0,709.0,56.0
14,60,668,702,9,9,672.0,706.0,56.0
15,60,668,702,9,9,672.0,706.0,56.0
16,60,668,702,9,9,672.0,706.0,56.0
17,60,668,701,9,9,672.0,705.0,56.0
18,60,668,701,9,9,672.0,705.0,56.0
19,60,670,701,9,9,674.0,705.0,56.0
20,60,670,702,9,9,674.0,706.0,56.0
21,60,671,704,9,9,675.0,708.0,56.0
22,60,671,704,9,9,675.0,708.0,56.0
23,60,670,705,9,9,674.0,709.0,56.0
24,60,670,704,9,9,674.0,708.0,56.0
25,60,670,704,9,9,674.0,708.0,56.0
26,60,670,703,9,9,674.0,707.0,56.0
27,60,670,702,9,9,674.0,706.0,56.0
28,60,669,702,9,9,673.0,706.0,56.0
29,60,669,702,9,9,673.0,706.0,56.0
0,72,474,879,9,9,478.0,883.0,56.0
1,72,471,877,9,9,475.0,881.0,56.0
2,72,469,875,9,9,473.0,879.0,56.0
3,72,472,875,9,9,476.0,879.0,56.0
4,72,473,873,9,9,477.0,877.0,56.0
5,72,476,872,9,9,480.0,876.0,56.0
6,72,476,873,9,9,480.0,877.0,56.0
7,72,479,873,9,9,483.0,877.0,56.0
8,72,480,873,9,9,484.0,877.0,56.0
9,72,484,872,9,9,488.0,876.0,56.0
10,72,485,873,9,9,489.0,877.0,56.0
11,72,486,871,9,9,490.0,875.0,56.0
12,72,484,873,9,9,488.0,877.0,56.0
13,72,487,872,9,9,491.0,876.0,56.0
14,72,487,871,9,9,491.0,875.0,56.0
15,72,486,871,9,9,490.0,875.0,56.0
16,72,486,871,9,9,490.0,875.0,56.0
17,72,487,874,9,9,491.0,878.0,56.0
